Name,Category,Classification,Primary_action,Secondary_action1,Secondary_action2,Primary_muscle,Synergist1,Synergist2,Equipment1,Equipment2,Media,Instructions
Box Jump - Lateral,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Box,,,
Box Jump - Single-Leg,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Box,,,
Box Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Box,,,
Burpee,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Burpee Box Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Box,,,
Burpee Over Barbell,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Burpee Tuck Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Calf Press,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Leg Machine,,,
Calf Press - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Leg Machine,,,
Calf Raise - Barbell - Standing,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Barbell,,,
Calf Raise - Barbell - Standing - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Barbell,,,
Calf Raise - Dumbbell - Seated - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Dumbbell,,,
Calf Raise - Dumbbell - Standing,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Dumbbell,,,
Calf Raise - Dumbbell - Standing - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Dumbbell,,,
Calf Raise - Machine - Seated,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Calf Raise Machine,,,
Calf Raise - Machine - Seated - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Calf Raise Machine,,,
Calf Raise - Seated,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Calf Raise Machine,,,
Calf Raise - Seated - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Calf Raise Machine,,,
Calf Raise - Smith Machine - Standing,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Smith Machine,,,
Calf Raise - Smith Machine - Standing - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Smith Machine,,,
Calf Raises - Standing,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Bodyweight,,,
Cossack Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Curtsy Lunge,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Curtsy Lunge - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Curtsy Lunge - Kettlebell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Depth Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Depth Jump - Single-Leg,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Depth Jump To Broad Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Depth Jump To Broad Jump - Single-Leg,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Donkey Calf Raises,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Bodyweight,,,
Donkey Calf Raises - Single-Leg,Lowerbody Push,Isolation,Ankle Plantarflexion,,,Claves,,,Bodyweight,,,
Frankenstein Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Front Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat - Barbell - 1/2 Depth,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat - Barbell - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat - Barbell - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat - Two Kettlebells,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,Squat Rack,,
Front Squat To Box - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Front Squat To Push Press,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Goblet Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Goblet Squat - Kettlebell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Gorilla Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Hack Squat - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Hack Squat - Barbell - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Hack Squat - Machine,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Hack Squat Machine,,,
Hack Squat - Machine - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Hack Squat Machine,,,
Hack Squat - Machine - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Hack Squat Machine,,,
Hack Squats - Barbell - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Hip Flexion - Band - Standing,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Hip Flexors,,,Band,,,
Hip Flexors - Band - Standing,Lowerbody Push,Isolation,Hip Flexion,,,Quadriceps,Glutes,Hamstrings,Band,,,
Jefferson Squats,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Jump Squat,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Jump Squat - Barbell,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Jump Squat - Barbell - Single Leg,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Jump Squat - Dumbbell,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Jump Squat - Dumbbell - Single-leg,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Jump Squat - Single Leg,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Jump Squat - Smith Machine,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Jump Squat - Smith Machine - Single-Leg,Lowerbody Push,Plyometric,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Lateral Lunge,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Lateral Lunge - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Lateral Lunge - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Lateral Lunge - Kettlebell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Leg Extension,Lowerbody Push,Isolation,Knee Extension,Hip Extension,,Quadriceps,,,Leg Extension Machine,,,
Leg Extension - Feet-in,Lowerbody Push,Isolation,Knee Extension,Hip Extension,,Quadriceps,,,Leg Extension Machine,,,
Leg Extension - Feet-out,Lowerbody Push,Isolation,Knee Extension,Hip Extension,,Quadriceps,,,Leg Extension Machine,,,
Leg Extension - Single-Leg,Lowerbody Push,Isolation,Knee Extension,Hip Extension,,Quadriceps,,,Leg Extension Machine,,,
Leg Press,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - High Feet,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - High Feet - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - High Feet - Single-leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - High Feet - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Low Feet,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Low Feet - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Low Feet - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Low Feet - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Seated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Leg Press - Smith Machine,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Leg Press - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Leg Press Machine,,,
Lunge,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,,,,
Lunge - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Lunge - Barbell - Alternating,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Lunge - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Lunge - Dumbbell - Alternating,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Lunge Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Olympic Squat,Lowerbody Push,Olympic Lift,Hip Extension,Knee Extension,,Quadriceps,Glutes,,Barbell,,,
Overhead Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Broomstick,,,
Overhead Squat - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Overhead Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Overhead Squat - Dumbbell - Single-Arm,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Overhead Squat - Heels Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Overhead Squat - Kettlebell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Overhead Squats - Kettlebell - Single-Arm,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Pistol Squat,Lowerbody Push,Functional,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Pistol Squat - Barbell,Lowerbody Push,Functional,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Pistol Squat - Dumbbell,Lowerbody Push,Functional,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Pistol Squat - Kettlebell,Lowerbody Push,Functional,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Pistol Squat - Smith Machine,Lowerbody Push,Functional,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Plie Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Pop Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Reverse Lunge,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Reverse Lunge - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Reverse Lunge - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Sissy Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,,,Bodyweight,,,
Sissy Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,,,Dumbbell,,,
Skater Squat - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Split Squat - Backfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Split Squat - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Split Squat - Barbell - Backfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Split Squat - Barbell - Backfoot Elevated - Front-Rack,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Split Squat - Barbell - Front-Rack,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Split Squat - Barbell - Frontfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Split Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Split Squat - Dumbbell - Backfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Split Squat - Dumbbell - Frontfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Split Squat - Frontfoot Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Split Squat - Kettlebells,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Split Squat - Smith Machine,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Split Squat - Suspended,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,TRX,,,
Back Squat - Barbell - Heels Elevated - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - High Bar,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - High Bar - 1/2 Depth,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Isometric,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Isometric - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Low Bar,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Low Bar - 1/2 Depth,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Back Squat - Barbell - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Squat - Belt Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - 1/2 Depth,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - Isometric,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - Isometric - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - Narrow-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Belt Squat - Wide-Stance,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Belt Squat Machine,,,
Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Squat - Heels Elevated,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Squat - Isometric,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Squat - Machine,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Squat Machine,,,
Squat - Smith Machine,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Squat - Smith Machine - Isometric,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Squat - Smith Machine - Isometric - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Squat - Smith Machine - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Smith Machine,,,
Squat Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Squat Jump - No counter movement,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Squat Jump - Trap Bar,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Trapbar,,,
Back Squat To Bench - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Bench,Squat Rack,
Squat To Bench - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,Bench,,
Back Squat To Box - Barbell - High Bar,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Box,Squat Rack,
Back Squat To Box - Barbell - Low Bar,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Box,Squat Rack,
Squat To Box - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,Box,,
Squat To Box - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Box,,,
Squat to High Box - Single-Leg,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Box,,,
Standing Broad Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Step Ups,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,Box,,
Step Ups - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Box,Squat Rack,
Step Ups - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,Box,,
Sumo Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Sumo Squat - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Sumo Squat - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Sumo Squat - Kettlebell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Kettlebell,,,
Terminal Knee Extension - Band - Single-Leg,Lowerbody Push,Isolation,Knee Extension,Hip Extension,,Quadriceps,,,Band,,,
Thruster - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Deltoid,Barbell,,,
Thruster - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Deltoid,Dumbbell,,,
Vertical Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Walking Lunge,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Walking Lunge - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,,,
Walking Lunge - Dumbbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Walking Lunge - Overhead Weight,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Dumbbell,,,
Zercher Squats - Barbell,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Barbell,Squat Rack,,
Adductor Plank,Other,Isolation,Hip Adduction,,,Adductors,,,Bench,,,
Ankle Supination - Band,Other,Isolation,Ankle Inversion,,,Tibialis Posterior,,,Band,,,
Band Walk - Lateral,Other,Isolation,Hip Abduction,,,Glutes,,,Band,,,
Carioca,Other,Plyometric,Hip Abduction,,,Glutes,Quadriceps,,Bodyweight,,,
Clam - Side Lying,Other,Isolation,Hip Abduction,,,Glutes,,,Band,,,
Diagonal Bound - Alternate Leg,Other,Plyometric,Hip Extension,Knee Extension,,Glutes,Quadriceps,,Bodyweight,,,
External Rotation,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Pulley,,,
External Rotation - Band - Arm Abducted,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Band,,,
External Rotation - Band - Arm Adducted,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Band,,,
External Rotation - Pulley - Arm Abducted,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Pulley,,,
External Rotation - Pulley - Arm Adducted,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Pulley,,,
External Rotation - Dumbbell - Arm Abducted,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Dumbbell,,,
External Rotation - Dumbbell - Side Lying,Other,Isolation,Shoulder External Rotation,,,External Rotators,,,Dumbbell,,,
Fire Hydrant,Other,Isolation,Hip Abduction,,,Glutes,,,Bodyweight,,,
Fire Hydrant - Band,Other,Isolation,Hip Abduction,,,Glutes,,,Band,,,
Fire Hydrant - Low Pulley,Other,Isolation,Hip Abduction,,,Glutes,,,Low Pulley,,,
Hip Adduction - Band,Other,Isolation,Hip Adduction,,,Adductors,,,Band,,,
Hip Adduction - Low Pulley,Other,Isolation,Hip Adduction,,,Adductors,,,Low Pulley,,,
Hip Circle,Other,Isolation,Hip Abduction,,,Glutes,,,Bodyweight,,,
Hip Circles - Standing,Other,Isolation,Hip Abduction,,,Glutes,,,Bodyweight,,,
Hip Raise - Side Plank,Other,Isolation,Hip Abduction,,,Glutes,,,Bodyweight,,,
Hurdle Hops - Front,Other,Plyometric,Hip Extension,Knee Extension,,Glutes,Quadriceps,Calves,Hurdles,,,
Hurdle Hops - Front - Single Leg,Other,Plyometric,Hip Extension,Knee Extension,,Glutes,Quadriceps,Calves,Hurdles,,,
Hurdle Hops - Lateral,Other,Plyometric,Hip Abduction,Hip Extension,Knee Extension,Glutes,Quadriceps,Calves,Hurdles,,,
Hurdle Hops - Lateral - Single Leg,Other,Plyometric,Hip Abduction,Hip Extension,Knee Extension,Glutes,Quadriceps,Calves,Hurdles,,,
Ice Skater,Other,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Bodyweight,,,
Internal Rotation,Other,Isolation,Shoulder Internal Rotation,,,Internal Rotators,,,Pulley,,,
Internal Rotation - Band - Arm Abducted,Other,Isolation,Shoulder Internal Rotation,,,Internal Rotators,,,Band,,,
Internal Rotation - Band - Arm Adducted,Other,Isolation,Shoulder Internal Rotation,,,Internal Rotators,,,Band,,,
